,barcodes,leiden_resolution_2_myeloid-dcs,AIFI_L1,AIFI_L2,AIFI_L3
25483,5c8d79827b7a11eb822c3e9d2f0e335e,2,DC,cDC2,HLA-DRhi cDC2
25484,5737b0647b6711eb980a1e6e754c5d4e,20,Doublet,Doublet,Doublet
25485,573853487b6711eb980a1e6e754c5d4e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25486,573994f67b6711eb980a1e6e754c5d4e,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25487,573ad8ca7b6711eb980a1e6e754c5d4e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25488,573b4a947b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25489,573c62a87b6711eb980a1e6e754c5d4e,18,Doublet,Doublet,Doublet
25490,5740aad47b6711eb980a1e6e754c5d4e,4,DC,pDC,pDC
25491,574198e07b6711eb980a1e6e754c5d4e,18,Doublet,Doublet,Doublet
25492,57420fd27b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25493,5743c0c07b6711eb980a1e6e754c5d4e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25494,5746a48e7b6711eb980a1e6e754c5d4e,16,DC,cDC2,CD14+ cDC2
25495,5747119e7b6711eb980a1e6e754c5d4e,18,Doublet,Doublet,Doublet
25496,5748b5d07b6711eb980a1e6e754c5d4e,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25497,57498d487b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25498,5749ddf27b6711eb980a1e6e754c5d4e,0,DC,pDC,pDC
25499,574a16967b6711eb980a1e6e754c5d4e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25500,574a55847b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25501,574b45667b6711eb980a1e6e754c5d4e,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25502,574b91b07b6711eb980a1e6e754c5d4e,8,DC,cDC2,HLA-DRhi cDC2
25503,574b9ac07b6711eb980a1e6e754c5d4e,9,DC,cDC2,CD14+ cDC2
25504,574c69fa7b6711eb980a1e6e754c5d4e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25505,5752004a7b6711eb980a1e6e754c5d4e,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25506,5756a1367b6711eb980a1e6e754c5d4e,16,DC,cDC2,CD14+ cDC2
25507,57587a6a7b6711eb980a1e6e754c5d4e,2,DC,cDC2,CD14+ cDC2
25508,5759fe627b6711eb980a1e6e754c5d4e,6,DC,cDC2,CD14+ cDC2
25509,575aae3e7b6711eb980a1e6e754c5d4e,15,DC,cDC2,CD14+ cDC2
25510,575b6f0e7b6711eb980a1e6e754c5d4e,15,DC,cDC2,CD14+ cDC2
25511,575b8a347b6711eb980a1e6e754c5d4e,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25512,575badfc7b6711eb980a1e6e754c5d4e,2,DC,cDC2,HLA-DRhi cDC2
25513,5769b7447b6711eb980a1e6e754c5d4e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25514,576c24667b6711eb980a1e6e754c5d4e,16,DC,cDC2,CD14+ cDC2
25515,576df6ba7b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25516,576e1b907b6711eb980a1e6e754c5d4e,15,DC,cDC2,CD14+ cDC2
25517,57701bde7b6711eb980a1e6e754c5d4e,17,DC,cDC1,cDC1
25518,5773bdfc7b6711eb980a1e6e754c5d4e,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25519,57755d4c7b6711eb980a1e6e754c5d4e,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25520,577816547b6711eb980a1e6e754c5d4e,17,DC,cDC1,cDC1
25521,577cde507b6711eb980a1e6e754c5d4e,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25522,577e2f9e7b6711eb980a1e6e754c5d4e,15,DC,cDC2,CD14+ cDC2
25523,35da89e87b7911ebad508aeddc44df84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25524,35dace6c7b7911ebad508aeddc44df84,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25525,35dc3a5e7b7911ebad508aeddc44df84,19,DC,cDC2,CD14+ cDC2
25526,35ddf60a7b7911ebad508aeddc44df84,2,DC,cDC2,HLA-DRhi cDC2
25527,35de9c9a7b7911ebad508aeddc44df84,9,DC,cDC2,HLA-DRhi cDC2
25528,35e4a6127b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25529,35e4b65c7b7911ebad508aeddc44df84,9,DC,cDC2,HLA-DRhi cDC2
25530,35e859b07b7911ebad508aeddc44df84,20,Doublet,Doublet,Doublet
25531,35e895607b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25532,35e988b27b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25533,35ebc1867b7911ebad508aeddc44df84,15,DC,cDC2,CD14+ cDC2
25534,35ef13ae7b7911ebad508aeddc44df84,18,Doublet,Doublet,Doublet
25535,35f1789c7b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25536,35f1ab967b7911ebad508aeddc44df84,2,DC,cDC2,HLA-DRhi cDC2
25537,35f394067b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25538,35f3bc4c7b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25539,35f4dcbc7b7911ebad508aeddc44df84,21,DC,pDC,pDC
25540,35f7c1fc7b7911ebad508aeddc44df84,15,DC,cDC2,CD14+ cDC2
25541,35ff48e67b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25542,360034047b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25543,3600c45a7b7911ebad508aeddc44df84,1,DC,pDC,pDC
25544,3606915a7b7911ebad508aeddc44df84,11,DC,cDC2,HLA-DRhi cDC2
25545,36076ea47b7911ebad508aeddc44df84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25546,3607fa907b7911ebad508aeddc44df84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25547,360a11f47b7911ebad508aeddc44df84,2,DC,cDC2,HLA-DRhi cDC2
25548,360bddc27b7911ebad508aeddc44df84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25549,360c62387b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25550,3611ca987b7911ebad508aeddc44df84,11,DC,cDC2,HLA-DRhi cDC2
25551,3612e46e7b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25552,361384327b7911ebad508aeddc44df84,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25553,3614e2467b7911ebad508aeddc44df84,8,DC,cDC2,HLA-DRhi cDC2
25554,361666a27b7911ebad508aeddc44df84,0,DC,pDC,pDC
25555,3617461c7b7911ebad508aeddc44df84,13,DC,cDC2,ISG+ cDC2
25556,361863127b7911ebad508aeddc44df84,11,DC,cDC2,HLA-DRhi cDC2
25557,361943a47b7911ebad508aeddc44df84,15,DC,cDC2,CD14+ cDC2
25558,361a0c3a7b7911ebad508aeddc44df84,6,DC,cDC2,CD14+ cDC2
25559,361a4bfa7b7911ebad508aeddc44df84,20,Doublet,Doublet,Doublet
25560,361ac7ba7b7911ebad508aeddc44df84,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25561,361bc4267b7911ebad508aeddc44df84,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25562,361c083c7b7911ebad508aeddc44df84,2,DC,cDC2,HLA-DRhi cDC2
25563,665a271e7b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25564,665b170a7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25565,665caec67b6e11eb80a1e2efff4d80b3,8,DC,cDC2,HLA-DRhi cDC2
25566,665d164a7b6e11eb80a1e2efff4d80b3,10,DC,cDC2,CD14+ cDC2
25567,665d6cd07b6e11eb80a1e2efff4d80b3,16,DC,cDC2,CD14+ cDC2
25568,665ee3bc7b6e11eb80a1e2efff4d80b3,17,DC,cDC1,cDC1
25569,665f11ac7b6e11eb80a1e2efff4d80b3,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25570,6660919e7b6e11eb80a1e2efff4d80b3,2,DC,cDC2,HLA-DRhi cDC2
25571,6660a5da7b6e11eb80a1e2efff4d80b3,2,DC,cDC2,HLA-DRhi cDC2
25572,66619a807b6e11eb80a1e2efff4d80b3,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25573,66626eec7b6e11eb80a1e2efff4d80b3,19,DC,cDC2,CD14+ cDC2
25574,666309927b6e11eb80a1e2efff4d80b3,11,DC,cDC2,HLA-DRhi cDC2
25575,6663da527b6e11eb80a1e2efff4d80b3,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25576,66655d5a7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25577,6665b2287b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25578,666632a27b6e11eb80a1e2efff4d80b3,2,DC,cDC2,HLA-DRhi cDC2
25579,6666f0b67b6e11eb80a1e2efff4d80b3,17,DC,cDC1,cDC1
25580,6668dbf67b6e11eb80a1e2efff4d80b3,10,DC,cDC2,CD14+ cDC2
25581,6669cff27b6e11eb80a1e2efff4d80b3,2,DC,cDC2,CD14+ cDC2
25582,666b00e87b6e11eb80a1e2efff4d80b3,15,DC,cDC2,CD14+ cDC2
25583,666b8bda7b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25584,666bc21c7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25585,666cb3847b6e11eb80a1e2efff4d80b3,9,DC,cDC2,CD14+ cDC2
25586,666dcd6e7b6e11eb80a1e2efff4d80b3,2,DC,cDC2,CD14+ cDC2
25587,666fec347b6e11eb80a1e2efff4d80b3,11,DC,cDC2,HLA-DRhi cDC2
25588,66714a207b6e11eb80a1e2efff4d80b3,2,DC,cDC2,HLA-DRhi cDC2
25589,66720b4a7b6e11eb80a1e2efff4d80b3,1,DC,pDC,pDC
25590,66742d1c7b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25591,667781567b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25592,667aa5e87b6e11eb80a1e2efff4d80b3,18,Doublet,Doublet,Doublet
25593,667b9b427b6e11eb80a1e2efff4d80b3,18,Doublet,Doublet,Doublet
25594,667c9c367b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25595,667d054a7b6e11eb80a1e2efff4d80b3,19,DC,cDC2,CD14+ cDC2
25596,667d250c7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25597,667e66d87b6e11eb80a1e2efff4d80b3,21,DC,ASDC,ASDC
25598,667f124a7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25599,66813af27b6e11eb80a1e2efff4d80b3,2,DC,cDC2,HLA-DRhi cDC2
25600,6683c4c07b6e11eb80a1e2efff4d80b3,17,DC,cDC1,cDC1
25601,6683cdd07b6e11eb80a1e2efff4d80b3,4,DC,pDC,pDC
25602,6684b9c07b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25603,6685966a7b6e11eb80a1e2efff4d80b3,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25604,66895b1a7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25605,668e3cde7b6e11eb80a1e2efff4d80b3,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25606,6692196c7b6e11eb80a1e2efff4d80b3,12,DC,cDC2,CD14+ cDC2
25607,6694135c7b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25608,66975f127b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25609,6698a1ce7b6e11eb80a1e2efff4d80b3,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25610,669aefa67b6e11eb80a1e2efff4d80b3,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25611,669b91d67b6e11eb80a1e2efff4d80b3,15,DC,cDC2,CD14+ cDC2
25612,669ed7a67b6e11eb80a1e2efff4d80b3,2,DC,cDC2,CD14+ cDC2
25613,8cd1da747b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25614,8cd2b25a7b7111eb97356a557ecd1c7b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25615,8cd2bc327b7111eb97356a557ecd1c7b,9,DC,cDC2,HLA-DRhi cDC2
25616,8cd2f31e7b7111eb97356a557ecd1c7b,16,DC,cDC2,CD14+ cDC2
25617,8cd36cc27b7111eb97356a557ecd1c7b,15,DC,cDC2,CD14+ cDC2
25618,8cd386c67b7111eb97356a557ecd1c7b,2,DC,cDC2,HLA-DRhi cDC2
25619,8cd38fb87b7111eb97356a557ecd1c7b,6,DC,cDC2,CD14+ cDC2
25620,8cd3965c7b7111eb97356a557ecd1c7b,0,DC,pDC,pDC
25621,8cd434b87b7111eb97356a557ecd1c7b,11,DC,cDC2,HLA-DRhi cDC2
25622,8cd48f1c7b7111eb97356a557ecd1c7b,20,Doublet,Doublet,Doublet
25623,8cd4aaba7b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25624,8cd5b32e7b7111eb97356a557ecd1c7b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25625,8cd638b27b7111eb97356a557ecd1c7b,17,DC,cDC1,cDC1
25626,8cd96dca7b7111eb97356a557ecd1c7b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25627,8cdad6887b7111eb97356a557ecd1c7b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25628,8cdb7a487b7111eb97356a557ecd1c7b,16,DC,cDC2,CD14+ cDC2
25629,8cde56c87b7111eb97356a557ecd1c7b,2,DC,cDC2,HLA-DRhi cDC2
25630,8ce47fb27b7111eb97356a557ecd1c7b,21,DC,ASDC,ASDC
25631,8ce6059e7b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25632,8ce623d07b7111eb97356a557ecd1c7b,2,DC,cDC2,HLA-DRhi cDC2
25633,8ce88be87b7111eb97356a557ecd1c7b,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25634,8cec71fe7b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25635,8ced830a7b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25636,8ceed55c7b7111eb97356a557ecd1c7b,2,DC,cDC2,CD14+ cDC2
25637,8cef9adc7b7111eb97356a557ecd1c7b,21,DC,ASDC,ASDC
25638,8cf0c7907b7111eb97356a557ecd1c7b,2,DC,cDC2,HLA-DRhi cDC2
25639,8cf0eaea7b7111eb97356a557ecd1c7b,6,DC,cDC2,CD14+ cDC2
25640,8cf13d747b7111eb97356a557ecd1c7b,10,DC,cDC2,CD14+ cDC2
25641,8cf182d47b7111eb97356a557ecd1c7b,4,DC,pDC,pDC
25642,8cf36eb47b7111eb97356a557ecd1c7b,9,DC,cDC2,CD14+ cDC2
25643,8cf51a5c7b7111eb97356a557ecd1c7b,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25644,8cf5e9be7b7111eb97356a557ecd1c7b,15,DC,cDC2,CD14+ cDC2
25645,8cf6a1f67b7111eb97356a557ecd1c7b,20,Doublet,Doublet,Doublet
25646,8cf877887b7111eb97356a557ecd1c7b,18,Doublet,Doublet,Doublet
25647,8cf8a3527b7111eb97356a557ecd1c7b,8,DC,cDC2,HLA-DRhi cDC2
25648,8cf8e27c7b7111eb97356a557ecd1c7b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25649,8cf96c067b7111eb97356a557ecd1c7b,21,DC,ASDC,ASDC
25650,8cfdc0267b7111eb97356a557ecd1c7b,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25651,8d0029d87b7111eb97356a557ecd1c7b,8,DC,cDC2,HLA-DRhi cDC2
25652,8d004bb67b7111eb97356a557ecd1c7b,4,DC,pDC,pDC
25653,8d03db827b7111eb97356a557ecd1c7b,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25654,8d048c1c7b7111eb97356a557ecd1c7b,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25655,8d0847c67b7111eb97356a557ecd1c7b,14,DC,cDC2,CD14+ cDC2
25656,8d0943d87b7111eb97356a557ecd1c7b,13,DC,cDC2,ISG+ cDC2
25657,e9cc1166f7e111ec90da567a30052902,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25658,e9cd5db4f7e111ec90da567a30052902,0,DC,pDC,pDC
25659,e9ce3feaf7e111ec90da567a30052902,10,DC,cDC2,CD14+ cDC2
25660,e9cf5344f7e111ec90da567a30052902,1,DC,pDC,pDC
25661,e9cf7ca2f7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25662,e9cf872ef7e111ec90da567a30052902,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25663,e9cf8b70f7e111ec90da567a30052902,11,DC,cDC2,HLA-DRhi cDC2
25664,e9d1fcacf7e111ec90da567a30052902,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25665,e9d46c94f7e111ec90da567a30052902,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25666,e9d5774cf7e111ec90da567a30052902,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25667,e9d6d25ef7e111ec90da567a30052902,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25668,e9d71f02f7e111ec90da567a30052902,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25669,e9d76e80f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25670,e9d7c650f7e111ec90da567a30052902,10,DC,cDC2,CD14+ cDC2
25671,e9d9d152f7e111ec90da567a30052902,18,Doublet,Doublet,Doublet
25672,e9daba86f7e111ec90da567a30052902,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25673,e9db52fcf7e111ec90da567a30052902,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25674,e9db5860f7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25675,e9dbc174f7e111ec90da567a30052902,19,DC,cDC2,CD14+ cDC2
25676,e9dec036f7e111ec90da567a30052902,4,DC,pDC,pDC
25677,e9df1bdaf7e111ec90da567a30052902,17,DC,cDC1,cDC1
25678,e9e14ed2f7e111ec90da567a30052902,16,DC,cDC2,HLA-DRhi cDC2
25679,e9e2b164f7e111ec90da567a30052902,16,DC,cDC2,CD14+ cDC2
25680,e9e30f7ef7e111ec90da567a30052902,16,DC,cDC2,CD14+ cDC2
25681,e9e3fc36f7e111ec90da567a30052902,11,DC,cDC2,HLA-DRhi cDC2
25682,e9e479f4f7e111ec90da567a30052902,13,DC,cDC2,ISG+ cDC2
25683,e9e49182f7e111ec90da567a30052902,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25684,e9e4e420f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25685,e9e5b6f2f7e111ec90da567a30052902,9,DC,cDC2,CD14+ cDC2
25686,e9e5e4f6f7e111ec90da567a30052902,19,DC,cDC2,CD14+ cDC2
25687,e9e64dc4f7e111ec90da567a30052902,2,DC,cDC2,HLA-DRhi cDC2
25688,e9e7ea80f7e111ec90da567a30052902,14,DC,cDC2,CD14+ cDC2
25689,e9eb7056f7e111ec90da567a30052902,14,DC,cDC2,CD14+ cDC2
25690,e9ec48dcf7e111ec90da567a30052902,10,DC,cDC2,CD14+ cDC2
25691,e9edbfd2f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25692,e9edded6f7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25693,e9ee0ae6f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25694,e9ee5aaaf7e111ec90da567a30052902,11,DC,cDC2,HLA-DRhi cDC2
25695,e9ee9bc8f7e111ec90da567a30052902,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25696,e9ef695ef7e111ec90da567a30052902,2,DC,cDC2,HLA-DRhi cDC2
25697,e9efb79cf7e111ec90da567a30052902,19,DC,cDC2,CD14+ cDC2
25698,e9f1ef80f7e111ec90da567a30052902,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25699,e9f42b06f7e111ec90da567a30052902,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25700,e9f64008f7e111ec90da567a30052902,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25701,e9f697e2f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25702,e9f6b2b8f7e111ec90da567a30052902,9,DC,cDC2,HLA-DRhi cDC2
25703,e9f798aef7e111ec90da567a30052902,19,DC,cDC2,CD14+ cDC2
25704,e9f7a83af7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25705,e9f83480f7e111ec90da567a30052902,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25706,e9f8c2baf7e111ec90da567a30052902,2,DC,cDC2,HLA-DRhi cDC2
25707,e9f907c0f7e111ec90da567a30052902,10,DC,cDC2,CD14+ cDC2
25708,e9f9a8e2f7e111ec90da567a30052902,5,Monocyte,Intermediate monocyte,Intermediate monocyte
25709,e9fbe3b4f7e111ec90da567a30052902,0,DC,pDC,pDC
25710,e9fc99a8f7e111ec90da567a30052902,11,DC,cDC2,HLA-DRhi cDC2
25711,e9fd18f6f7e111ec90da567a30052902,4,DC,pDC,pDC
25712,e9fe2a2af7e111ec90da567a30052902,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25713,e9fe307ef7e111ec90da567a30052902,14,Monocyte,CD14 monocyte,Core CD14 monocyte
25714,e9fea4a0f7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25715,ea013b66f7e111ec90da567a30052902,8,DC,cDC2,HLA-DRhi cDC2
25716,ea015c68f7e111ec90da567a30052902,16,DC,cDC2,CD14+ cDC2
25717,ea0213f6f7e111ec90da567a30052902,18,Doublet,Doublet,Doublet
25718,ea02203af7e111ec90da567a30052902,11,DC,cDC2,HLA-DRhi cDC2
25719,ea02f4f6f7e111ec90da567a30052902,9,DC,cDC2,CD14+ cDC2
25720,ea03e73af7e111ec90da567a30052902,17,DC,cDC1,cDC1
25721,ea04635ef7e111ec90da567a30052902,1,DC,pDC,pDC
25722,ea048960f7e111ec90da567a30052902,15,DC,cDC2,CD14+ cDC2
25723,ea04bd18f7e111ec90da567a30052902,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25724,ea05bb64f7e111ec90da567a30052902,10,DC,cDC2,CD14+ cDC2
25725,ea060a42f7e111ec90da567a30052902,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25726,10bb1f3cf7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25727,10bb3f9ef7e811eca3ef4a90d865ed45,2,DC,cDC2,CD14+ cDC2
25728,10bb4e76f7e811eca3ef4a90d865ed45,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25729,10bc6aa4f7e811eca3ef4a90d865ed45,2,DC,cDC2,CD14+ cDC2
25730,10bc6af4f7e811eca3ef4a90d865ed45,15,DC,cDC2,CD14+ cDC2
25731,10bcf348f7e811eca3ef4a90d865ed45,6,DC,cDC2,CD14+ cDC2
25732,10be6acaf7e811eca3ef4a90d865ed45,4,DC,pDC,pDC
25733,10be948cf7e811eca3ef4a90d865ed45,16,DC,cDC2,CD14+ cDC2
25734,10bf32fcf7e811eca3ef4a90d865ed45,14,DC,cDC2,CD14+ cDC2
25735,10bf3658f7e811eca3ef4a90d865ed45,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25736,10c1442af7e811eca3ef4a90d865ed45,15,DC,cDC2,HLA-DRhi cDC2
25737,10c456d8f7e811eca3ef4a90d865ed45,11,DC,cDC2,HLA-DRhi cDC2
25738,10c56794f7e811eca3ef4a90d865ed45,9,DC,cDC2,HLA-DRhi cDC2
25739,10c78754f7e811eca3ef4a90d865ed45,8,DC,cDC2,HLA-DRhi cDC2
25740,10c91cb8f7e811eca3ef4a90d865ed45,17,DC,cDC1,cDC1
25741,10c97cc6f7e811eca3ef4a90d865ed45,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25742,10c9c80cf7e811eca3ef4a90d865ed45,4,DC,pDC,pDC
25743,10ca1910f7e811eca3ef4a90d865ed45,9,DC,cDC2,HLA-DRhi cDC2
25744,10cb0f5af7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25745,10cc8272f7e811eca3ef4a90d865ed45,1,DC,pDC,pDC
25746,10ce2fa0f7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25747,10cf9944f7e811eca3ef4a90d865ed45,0,DC,pDC,pDC
25748,10d04a74f7e811eca3ef4a90d865ed45,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25749,10d3ad68f7e811eca3ef4a90d865ed45,8,DC,cDC2,HLA-DRhi cDC2
25750,10d591f0f7e811eca3ef4a90d865ed45,12,Monocyte,CD14 monocyte,Core CD14 monocyte
25751,10d64352f7e811eca3ef4a90d865ed45,3,Monocyte,CD14 monocyte,Core CD14 monocyte
25752,10d6820ef7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25753,10d6c5a2f7e811eca3ef4a90d865ed45,13,DC,cDC2,ISG+ cDC2
25754,10d7701af7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25755,10d7f26af7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25756,10d89b7af7e811eca3ef4a90d865ed45,10,Monocyte,CD14 monocyte,Core CD14 monocyte
25757,10d8f764f7e811eca3ef4a90d865ed45,4,DC,pDC,pDC
25758,10dbb9f4f7e811eca3ef4a90d865ed45,4,DC,pDC,pDC
25759,10dc2dc6f7e811eca3ef4a90d865ed45,2,DC,cDC2,HLA-DRhi cDC2
25760,10dcfe18f7e811eca3ef4a90d865ed45,6,Monocyte,CD14 monocyte,Core CD14 monocyte
25761,10dd2136f7e811eca3ef4a90d865ed45,4,DC,pDC,pDC
25762,10dd3216f7e811eca3ef4a90d865ed45,11,DC,cDC2,HLA-DRhi cDC2
25763,10dd980af7e811eca3ef4a90d865ed45,6,DC,cDC2,CD14+ cDC2
25764,10de1ecef7e811eca3ef4a90d865ed45,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25765,10dec1daf7e811eca3ef4a90d865ed45,2,DC,cDC2,HLA-DRhi cDC2
25766,10e0c782f7e811eca3ef4a90d865ed45,7,Monocyte,CD14 monocyte,Core CD14 monocyte
25767,10e0f982f7e811eca3ef4a90d865ed45,10,DC,cDC2,CD14+ cDC2
25768,10e1ec16f7e811eca3ef4a90d865ed45,5,Monocyte,CD14 monocyte,Core CD14 monocyte
25769,10e236daf7e811eca3ef4a90d865ed45,1,DC,pDC,pDC
25770,10e3d4c2f7e811eca3ef4a90d865ed45,18,Doublet,Doublet,Doublet
25771,10e59302f7e811eca3ef4a90d865ed45,11,DC,cDC2,HLA-DRhi cDC2
